"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","Ligand Type","Ligand Species","Ligand UniProt ID","Ligand Ensembl Gene ID","Ligand Subunit ID","Ligand Subunit Name","Ligand Subunit UniProt ID","Ligand Subunit Ensembl ID","Target ID","Target Name","Target Species","Target UniProt ID","Target Ensembl Gene ID","Target Subunit ID","Target Subunit Name","Target Subunit UniProt ID","Target Subunit Ensembl ID","Rank Potency","Rank Potency Refs (PMIDs)","List Comment","Interaction Species","Interaction Parameter","Interaction Value","Interaction PubMed IDs"
"3709","kisspeptin-52","Peptide","Mouse","Q6Y4S4","ENSMUSG00000116158","","","","","266","kisspeptin receptor","Mouse","Q91V45","ENSMUSG00000035773","","","","","","","",,,"-",""
"3710","kisspeptin-52","Peptide","Rat","Q7TSB7","ENSRNOG00000047481","","","","","266","kisspeptin receptor","Rat","Q924U1","ENSRNOG00000011954","","","","","","","",,,"-",""
"3711","kisspeptin-10","Peptide","Mouse","Q6Y4S4","ENSMUSG00000116158","","","","","266","kisspeptin receptor","Mouse","Q91V45","ENSMUSG00000035773","","","","","","","",,,"-",""
"3711","kisspeptin-10","Peptide","Rat","Q7TSB7","ENSRNOG00000047481","","","","","266","kisspeptin receptor","Rat","Q924U1","ENSRNOG00000011954","","","","","","","",,,"-",""
"2487","LTB<sub>4</sub>","Metabolite","","","","","","","","267","BLT<sub>1</sub> receptor","Human","Q15722","ENSG00000213903","","","","","LTB<sub>4</sub> >20-hydroxy-LTB<sub>4</sub> >>12R-HETE","11278893|","LTB<sub>4</sub> is the most potent endogenous agonist","Human","pKi","9.4",""
"3399","20-hydroxy-LTB<sub>4</sub>","Metabolite","","","","","","","","267","BLT<sub>1</sub> receptor","Human","Q15722","ENSG00000213903","","","","","LTB<sub>4</sub> >20-hydroxy-LTB<sub>4</sub> >>12R-HETE","11278893|","LTB<sub>4</sub> is the most potent endogenous agonist","Human","pKi","8.1","9177352"
"3405","12R-HETE","Metabolite","","","","","","","","267","BLT<sub>1</sub> receptor","Human","Q15722","ENSG00000213903","","","","","LTB<sub>4</sub> >20-hydroxy-LTB<sub>4</sub> >>12R-HETE","11278893|","LTB<sub>4</sub> is the most potent endogenous agonist","Human","pKi","7.5","9177352"
"2481","12S-HPETE","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","None","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist",,,"-",""
"2487","LTB<sub>4</sub>","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pIC50","7.6","18378794"
"2487","LTB<sub>4</sub>","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pEC50","6.8","18378794"
"2487","LTB<sub>4</sub>","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pKd","7.6","10934230"
"3399","20-hydroxy-LTB<sub>4</sub>","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","None","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist",,,"-",""
"3401","15S-HETE","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pEC50","7.5","11278893"
"3404","12S-HETE","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pEC50","7.5","11278893"
"3405","12R-HETE","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","None","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist",,,"-",""
"6159","12-hydroxyheptadecatrienoic acid","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pIC50","8.6","18378794"
"6159","12-hydroxyheptadecatrienoic acid","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pEC50","7.7","18378794"
"6160","12-epi LTB<sub>4</sub>","Metabolite","","","","","","","","268","BLT<sub>2</sub> receptor","Human","Q9NPC1","ENSG00000213906","","","","","12-hydroxyheptadecatrienoic acid > LTB<sub>4</sub> > 12S-HETE = 12S-HPETE > 15S-HETE > 12R-HETE > 20-hydroxy-LTB<sub>4</sub>","18378794|11278893|","12-hydroxyheptadecatrienoic acid is the most potent endogenous agonist","Human","pEC50","7.5","11278893"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","6.7","10391245"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","6.6 - 7.2","10462554|10913337|11093801"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","6.4","21078884"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pIC50","6.6 - 7.0","10391245"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pKi","7.1 - 7.8","9547367"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pIC50","8.1","10462554"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","8.5","10391245"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","9.4","10391245"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","7.3 - 9.2","10391245|10462554|10913337|11093801|21753081|17558309"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","8.5","14518564"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pIC50","6.4 - 6.5","10391245"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","7.7","10391245"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pEC50","7.4 - 7.7","10462554|10913337|11093801"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","269","CysLT<sub>1</sub> receptor","Human","Q9Y271","ENSG00000173198","","","","","LTD<sub>4</sub> > LTC<sub>4</sub> > LTE<sub>4</sub>","10391245|10462554|","LTD<sub>4</sub> is the most potent endogenous agonist","Human","pKi","7.0 - 8.1","9547367"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","5.6 - 5.9","10851239|21078884"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","6.5 - 7.1","10913337|11093801"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pIC50","6.2 - 6.2","10851239|11093801"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pIC50","5.7","10913337"
"3352","LTE<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pKi","6.5","9547367"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pIC50","8.1","11093801"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pIC50","7.2","10913337"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","6.8 - 7.0","10851239|21078884"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","8.0 - 8.6","10913337|11093801|21753081"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","7.4","21753081"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","7.5","21078884"
"3353","LTD<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pKi","7.3 - 8.1","9547367"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pIC50","8.4 - 8.5","10851239|11093801"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","7.0 - 7.2","10851239|21078884"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","8.1 - 8.6","10913337|11093801"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","7.2","21753081"
"3354","LTC<sub>4</sub>","Metabolite","","","","","","","","270","CysLT<sub>2</sub> receptor","Human","Q9NS75","ENSG00000152207","","","","","LTC<sub>4</sub> &ge; LTD<sub>4</sub> >> LTE<sub>4</sub>","10851239|11093801|10913337|","LTC<sub>4</sub> and LTD<sub>4</sub> are more potent agonists than LTE<sub>4</sub>","Human","pEC50","7.3","21078884"
"2483","5S-HPETE","Metabolite","","","","","","","","271","OXE receptor","Human","Q8TDS5","ENSG00000162881","","","","","5-oxo-ETE, 5-oxo-C20:3, 5-oxo-ODE > 5-oxo-15-HETE > 5S-HPETE > 5S-HETE","19450703|12065583|12606753|9829988|18292294|1326548|7797484|","5-oxo-ETE and 5-oxo-C20:3 are the most potent endogenous agonists","Human","pEC50","7.0","16039985"
"3390","5S-HETE","Metabolite","","","","","","","","271","OXE receptor","Human","Q8TDS5","ENSG00000162881","","","","","5-oxo-ETE, 5-oxo-C20:3, 5-oxo-ODE > 5-oxo-15-HETE > 5S-HPETE > 5S-HETE","19450703|12065583|12606753|9829988|18292294|1326548|7797484|","5-oxo-ETE and 5-oxo-C20:3 are the most potent endogenous agonists","Human","pEC50","6.5 - 7.2","7803484|8387490|16039985"
"3391","5-oxo-ETE","Metabolite","","","","","","","","271","OXE receptor","Human","Q8TDS5","ENSG00000162881","","","","","5-oxo-ETE, 5-oxo-C20:3, 5-oxo-ODE > 5-oxo-15-HETE > 5S-HPETE > 5S-HETE","19450703|12065583|12606753|9829988|18292294|1326548|7797484|","5-oxo-ETE and 5-oxo-C20:3 are the most potent endogenous agonists","Human","pEC50","8.3 - 8.5","7797484|19450703|18292294|9829988|1326548"
"3392","5-oxo-C20:3","Metabolite","","","","","","","","271","OXE receptor","Human","Q8TDS5","ENSG00000162881","","","","","5-oxo-ETE, 5-oxo-C20:3, 5-oxo-ODE > 5-oxo-15-HETE > 5S-HPETE > 5S-HETE","19450703|12065583|12606753|9829988|18292294|1326548|7797484|","5-oxo-ETE and 5-oxo-C20:3 are the most potent endogenous agonists","Human","pEC50","8.0","18292294"
