"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand id","Name","Species","Type","PubChem SID","PubChem CID","ChEMBl ID","Chebi ID","UniProt id","Ensembl ID","IUPAC name","INN","CAS","DrugBank ID","Drug Central ID"
"12459","amarogentin","","Natural product","479821249","115149","","CHEBI:2622","","","[(2S,3R,4S,5S,6R)-2-[[(3S,4R,4aS)-4-ethenyl-8-oxo-4,4a,5,6-tetrahydro-3H-pyrano[3,4-c]pyran-3-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 2,4-dihydroxy-6-(3-hydroxyphenyl)benzoate","","21018-84-8","",""
"7750","amatuximab","","Antibody","223366083","","","","","","","amatuximab","","",""
"3951","ambrisentan","","Synthetic organic","178100778","6918493","CHEMBL1111","CHEBI:254051","","","(2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-di(phenyl)propanoic acid","ambrisentan","177036-94-1","","4337"
"10692","ambroxol","","Synthetic organic","404859139","2132","CHEMBL1477775","","","","4-[(2-amino-3,5-dibromophenyl)methylamino]cyclohexan-1-ol","","","",""
"9924","amcasertib","","Synthetic organic","363894218","74403975","","","","","N-[2-(diethylamino)ethyl]-2,4-dimethyl-5-[[2-oxo-5-(2-phenyl-1,3-thiazol-4-yl)-1H-indol-3-ylidene]methyl]-1H-pyrrole-3-carboxamide","amcasertib","1129403-56-0","",""
"10566","amcenestrant","","Synthetic organic","404859013","137449472","","","","","6-(2,4-dichlorophenyl)-5-[4-[1-(3-fluoropropyl)pyrrolidin-3-yl]oxyphenyl]-8,9-dihydro-7H-benzo[7]annulene-2-carboxylic acid","amcenestrant","","",""
"7060","amcinonide","","Synthetic organic","178103639","443958","CHEMBL1200732","","","","","amcinonide","51022-69-6","DB00288","150"
"11699","amdizalisib","","Synthetic organic","442878725","118981804","CHEMBL4438249","","","","4-amino-6-[[(1S)-1-(3-chloro-6-phenylimidazo[1,2-b]pyridazin-7-yl)ethyl]amino]pyrimidine-5-carbonitrile","amdizalisib","","",""
"13384","amelenodor","","Synthetic organic","","146651362","CHEMBL5095087","","","","2-[3,5-bis[(6-methylpyridin-2-yl)oxy]phenoxy]-6-methylpyridine","amelenodor","2389235-01-0","",""
"8463","amelubant","","Synthetic organic","252166673","60096302","","","","","ethyl (NZ)-N-[amino-[4-[[3-[[4-[2-(4-hydroxyphenyl)propan-2-yl]phenoxy]methyl]phenyl]methoxy]phenyl]methylidene]carbamate","amelubant","","",""
"199","amesergide","","Synthetic organic","135649933","9821951","CHEMBL160293","","","","(6aR,9R,10aR)-N-cyclohexyl-7-methyl-4-propan-2-yl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline-9-carboxamide","amesergide","121588-75-8","",""
"7565","amfenac","","Synthetic organic","223365901","2136","CHEMBL25146","CHEBI:75915","","","2-[2-amino-3-(benzoyl)phenyl]acetic acid","amfenac","51579-82-9","",""
"8227","amg-1","","Synthetic organic","249565907","1085108","","","","","N-(1,3-benzodioxol-5-yl)-2-[[5-(4-methylphenyl)-[1,3]thiazolo[3,2-d][1,2,4]triazol-3-yl]sulfanyl]acetamide","","","",""
"11133","AMG-232","","Synthetic organic","434122193","58573469","CHEMBL3125702","","","","2-[(3R,5R,6S)-5-(3-chlorophenyl)-6-(4-chlorophenyl)-3-methyl-1-[(2S)-3-methyl-1-propan-2-ylsulfonylbutan-2-yl]-2-oxopiperidin-3-yl]acetic acid","","","DB15299",""
"12186","AMG28","","Synthetic organic","472319308","58221549","CHEMBL2334586","","","","","","","",""
"9587","AMG3054","","Peptide","340590218","","","","","","","","","",""
"8917","AMG319","","Synthetic organic","310264698","68947304","","","","","N-[(1S)-1-(7-fluoro-2-pyridin-2-ylquinolin-3-yl)ethyl]-7H-purin-6-amine","","1608125-21-8","",""
"8913","AMG-337","","Synthetic organic","310264694","44181686","CHEMBL3785909","","","","6-[(1R)-1-[8-fluoro-6-(1-methylpyrazol-4-yl)-[1,2,4]triazolo[4,3-a]pyridin-3-yl]ethyl]-3-(2-methoxyethoxy)-1,6-naphthyridin-5-one","","1173699-31-4","",""
"13071","AMG487","","Synthetic organic","491299853","10282265","","","","","N-[1-[3-(4-ethoxyphenyl)-4-oxopyrido[2,3-d]pyrimidin-2-yl]ethyl]-N-(pyridin-3-ylmethyl)-2-[4-(trifluoromethoxy)phenyl]acetamide","","947536-03-0","",""
"4129","AMG517","","Synthetic organic","178100951","16007367","CHEMBL229430","","","","N-[4-({6-[4-(trifluoromethyl)phenyl]pyrimidin-4-yl}oxy)-1,3-benzothiazol-2-yl]acetamide","","659730-32-2","",""
"4130","AMG628","","Synthetic organic","178100952","11352366","CHEMBL226574","","","","N-{4-[(6-{4-[(1R)-1-(4-fluorophenyl)ethyl]piperazin-1-yl}pyrimidin-4-yl)oxy]-1,3-benzothiazol-2-yl}acetamide","","862269-93-0","",""
"11949","AMG650","","Synthetic organic","461663504","153624776","","","","","2-(6-azaspiro[2.5]octan-6-yl)-N-[2-(4-fluoro-4-methylpiperidin-1-yl)-6-methylpyrimidin-4-yl]-4-(2-hydroxyethylsulfonylamino)benzamide","","","",""
"5803","AMG7703","","Synthetic organic","178102428","854189","CHEMBL594671","","","","(2S)-2-(4-chlorophenyl)-3-methyl-N-(1,3-thiazol-2-yl)butanamide","","","",""
"12756","AMG-7905","","Synthetic organic","483123304","11755037","","","","","N-[6-[2-(cyclohexylmethylamino)-4-(trifluoromethyl)phenyl]pyrimidin-4-yl]-1,3-benzothiazol-6-amine","","1026876-55-0","",""
"9106","AMG820","","Antibody","315661191","","","","","","","","","",""
"6485","AMG-837","","Synthetic organic","178103099","46854655","CHEMBL1829173","","","","(3S)-3-[4-({3-[4-(trifluoromethyl)phenyl]phenyl}methoxy)phenyl]hex-4-ynoic acid","","865231-46-5","",""
"9639","AMG-8718","","Synthetic organic","340590269","45254510","","","","","","","","",""
"8060","AMG-900","","Synthetic organic","249565740","24856041","CHEMBL2140408","","","","N-[4-[3-(2-aminopyrimidin-4-yl)pyridin-2-yl]oxyphenyl]-4-(4-methylthiophen-2-yl)phthalazin-1-amine","","945595-80-2","",""
"6347","AMG 9810","","Synthetic organic","178102965","680502","CHEMBL195789","","","","3-(4-tert-butylphenyl)-N-(2,3-dihydro-1,4-benzodioxin-7-yl)prop-2-enamide","","545395-94-6","",""
"7028","AMI-1","","Synthetic organic","178103607","67254","CHEMBL221047","","","","4-hydroxy-7-{[(5-hydroxy-7-sulfonaphthalen-2-yl)carbamoyl]amino}naphthalene-2-sulfonic acid","","134-47-4","",""
"568","amibegron","","Synthetic organic","135651081","3035442","CHEMBL1193948","","","","ethyl 2-[[(7S)-7-[[(2R)-2-(3-chlorophenyl)-2-hydroxyethyl]amino]-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]acetate","amibegron","121524-08-1","",""
"514","amidephrine","","Synthetic organic","135649935","15010","CHEMBL146408","","","","N-[3-(1-hydroxy-2-methylaminoethyl)phenyl]methanesulfonamide","amidefrine mesilate","37571-84-9","","155"
"8032","amifampridine","","Synthetic organic","249565712","5918","CHEMBL354077","","","","pyridine-3,4-diamine","amifampridine","54-96-6","","4336"
"10758","amifloxacin","","Synthetic organic","405560199","55492","CHEMBL6231","","","","6-fluoro-1-(methylamino)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid","amifloxacin","86393-37-5","",""
"10894","amikacin","","Synthetic organic","405560335","37768","CHEMBL177","","","","(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide","amikacin","37517-28-5","DB00479","157"
"2421","amiloride","","Synthetic organic","135649936","16231","CHEMBL945","CHEBI:2639","","","3,5-diamino-6-chloro-N-(diaminomethylidene)pyrazine-2-carboxamide","amiloride","2609-46-3","DB00594","158"
"4768","aminobenzovesamicol","","Synthetic organic","178101477","10390222","CHEMBL50880","","","","(3R,4R)-1-[(3-iodophenyl)methyl]-3-(4-phenylpiperidin-1-yl)piperidin-4-ol","","","",""
"8860","aminoethoxyvinylglycine","","Synthetic organic","252827517","6436272","CHEMBL1619821","","","","(E,2S)-2-amino-4-(2-aminoethoxy)but-3-enoic acid","","","",""
"7054","aminoglutethimide","","Synthetic organic","178103633","2145","CHEMBL488","","","","3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione","aminoglutethimide","125-84-8","DB00357","164"
"5135","aminoguanidine","","Metabolite","178101827","2146","CHEMBL225304","CHEBI:40618","","","1-aminoguanidine","pimagedine","79-17-4","DB02533",""
"4810","aminohippuric acid","","Metabolite","178101512","2148","CHEMBL463","","","","2-[(4-aminophenyl)formamido]acetic acid","","94-16-6","DB00345","165"
"5136","aminooxyacetic acid","","Metabolite","178101828","286","CHEMBL347862","","","","2-(aminooxy)acetic acid","","645-88-5","",""
"5927","aminopurvalanol A","","Synthetic organic","178102550","6604931","CHEMBL286721","CHEBI:38937","","","(2R)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-(propan-2-yl)-9H-purin-2-yl}amino)-3-methylbutan-1-ol","","220792-57-4","",""
"10051","aminopyridine 2","","Synthetic organic","375973239","134813904","","","","","1-((6-aminopyridin-3-yl)methyl)-3-(4-bromophenyl)urea","","","",""
"2566","amiodarone","","Synthetic organic","135649937","2157","CHEMBL633","CHEBI:2663","","","(2-butyl-1-benzofuran-3-yl)-[4-(2-diethylaminoethoxy)-3,5-diiodophenyl]methanone","amiodarone","1951-25-3","DB01118","176"
"9319","amiselimod","","Synthetic organic","318164838","16129483","","","","","2-amino-2-[2-[4-heptoxy-3-(trifluoromethyl)phenyl]ethyl]propane-1,3-diol","amiselimod","942399-20-4","",""
"9491","amiselimod phosphate","","Synthetic organic","329968431","57704582","","","","","[(2R)-2-amino-4-[4-heptoxy-3-(trifluoromethyl)phenyl]-2-(hydroxymethyl)butyl] dihydrogen phosphate","","","",""
"963","amisulpride","","Synthetic organic","135649938","2159","CHEMBL243712","CHEBI:64045","","","4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide","amisulpride","71675-85-9","DB06288","179"
"200","amitriptyline","","Synthetic organic","135649939","2160","CHEMBL629","CHEBI:2666","","","dimethyl({3-[(2E)-tricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,11,13-hexaen-2-ylidene]propyl})amine","amitriptyline","50-48-6","DB00321","180"
"10505","amivantamab","","Antibody","387065587","","","","","","","amivantamab","","",""
"7113","amlexanox","","Synthetic organic","178103690","2161","CHEMBL1096","","","","2-amino-5-oxo-7-(propan-2-yl)-5H-chromeno[2,3-b]pyridine-3-carboxylic acid","amlexanox","68302-57-8","DB01025","182"
"6981","amlodipine","","Synthetic organic","178103560","2162","CHEMBL1491","","","","O3-ethyl O5-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate","amlodipine","88150-42-9","DB00381","183"
"4509","ammonium carbonate","","Synthetic organic","178101236","517111","CHEMBL2105849","","","","diammonium carbonate","","","",""
"3385","AMMTC","","Synthetic organic","178100402","5311004","CHEMBL53824","","","","N-[(6-methoxy-9-methyl-2,3,4,9-tetrahydro-1H-carbazol-4-yl)methyl]acetamide","","","",""
"1441","AMN082","","Synthetic organic","135649940","1894361","CHEMBL1387826","","","","N,N'-bis[di(phenyl)methyl]ethane-1,2-diamine","","97075-46-2","",""
"10018","amodiaquine","","Synthetic organic","375973208","2165","CHEMBL682","","","","4-[(7-chloroquinolin-4-yl)amino]-2-(diethylaminomethyl)phenol","amodiaquine","86-42-0","DB00613","186"
"201","amoxapine","","Synthetic organic","135649941","2170","CHEMBL1113","CHEBI:2675","","","8-chloro-6-piperazin-1-ylbenzo[b][1,5]benzoxazepine","amoxapine","14028-44-5","DB00543","191"
"10895","amoxicillin","","Synthetic organic","405560336","33613","CHEMBL1082","","","","(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","amoxicillin","26787-78-0","DB01060","192"
"4131","AMPA","","Synthetic organic","178100953","1221","CHEMBL13378","","","","2-amino-3-(5-methyl-3-oxo-2,3-dihydro-1,2-oxazol-4-yl)propanoic acid","","77521-29-0","",""
"4804","amphetamine","","Synthetic organic","178101506","3007","CHEMBL405","","","","1-phenylpropan-2-amine","amfetamine","300-62-9","DB00182","195"
"4864","amphiregulin","Human","Peptide","178101565","","","","P15514","ENSG00000109321","","","","",""
"10896","ampicillin","","Synthetic organic","405560337","6249","CHEMBL174","","","","(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","ampicillin","69-52-3","DB00415","198"
"2456","AMP-PNP","","Synthetic organic","135651437","33113","CHEMBL1230989","CHEBI:47785","","","[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]amino]phosphonic acid","","25612-73-1","",""
"12681","amprenavir","","Synthetic organic","483123229","65016","CHEMBL116","CHEBI:40050","","","[(3S)-oxolan-3-yl] N-[(2S,3R)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate","amprenavir","","DB00701",""
"11866","amredobresib","","Synthetic organic","461663422","76072013","CHEMBL3919831","","","","","amredobresib","","",""
"11645","AMT-101","","Peptide","442878671","","","","","","","","","",""
"4132","AMTB","","Synthetic organic","178100954","16095384","CHEMBL1289953","","","","N-(3-aminopropyl)-2-[(3-methylphenyl)methoxy]-N-(thiophen-2-ylmethyl)benzamide","","926068-88-4","",""
"4025","amthamine","","Synthetic organic","178100851","126688","CHEMBL293762","","","","5-(2-aminoethyl)-4-methyl-1,3-thiazol-2-amine","","142437-67-0","",""
"7932","amuvatinib","","Synthetic organic","249565615","11282283","CHEMBL2103851","","","","N-(1,3-benzodioxol-5-ylmethyl)-4-([1]benzoxolo[2,3-e]pyrimidin-4-yl)piperazine-1-carbothioamide","amuvatinib","850879-09-3","",""
"11986","AMY-101","","Peptide","464244127","131634231","CHEMBL4297260","","","","","","","",""
"12789","AMY109","","Antibody","483123337","","","","","","","","","",""
"687","amylin","Human","Peptide","135651612","","","","P10997","ENSG00000121351","","","122384-88-7","",""
"688","amylin","Mouse, Rat","Peptide","135651613","","","","P12969|P12968","ENSRNOG00000012417|ENSMUSG00000041681","","","124447-81-0","",""
"4865","amyloid &beta;","Human","Peptide","178101566","","","","P05067","ENSG00000142192","","","","",""
"13243","amyloid &beta;<sub>1-16</sub>","","Peptide","491300025","","","","","","","","","",""
"10983","AN0128","","Synthetic organic","405560424","11704019","CHEMBL219629","","","","bis(3-chloro-4-methylphenyl)boranyl 3-hydroxypyridine-2-carboxylate","","872044-70-7","",""
"10085","AN13762","","Synthetic organic","381118795","132585226","CHEMBL4072916","","","","1-{5-[(1-hydroxy-7-methyl-1,3-dihydro-2,1-benzoxaborol-6-yl)oxy]pyrazine-2-carbonyl}-3-methylazetidin-3-ol","","","",""
"10084","AN3661","","Synthetic organic","381118794","50898347","CHEMBL1643740","","","","3-(1-hydroxy-3H-2,1-benzoxaborol-7-yl)propanoic acid","","1268335-33-6","",""
"6999","anacardic acid","","Natural product","178103578","5388781","CHEMBL464925","","","","2-hydroxy-6-[(8E,11E)-pentadeca-8,11,14-trien-1-yl]benzoic acid","","18654-18-7","",""
"8400","anacetrapib","","Synthetic organic","252166610","11556427","CHEMBL1800807","","","","(4S,5R)-5-[3,5-bis(trifluoromethyl)phenyl]-3-[[2-(4-fluoro-2-methoxy-5-propan-2-ylphenyl)-5-(trifluoromethyl)phenyl]methyl]-4-methyl-1,3-oxazolidin-2-one","anacetrapib","875446-37-0","",""
"11582","anagliptin","","Synthetic organic","441604954","44513473","CHEMBL1929396","","","","","anagliptin","739366-20-2","DB12417",""
"7114","anagrelide","","Synthetic organic","178103691","135409400","CHEMBL760","","","","6,7-dichloro-3H,5H-imidazo[2,1-b]quinazolin-2-ol","anagrelide","68475-42-3","DB00261","209"
"6972","anakinra","","Peptide","178103551","","CHEMBL1201570","","","","","anakinra","143090-92-0","DB00026",""
"11567","analog 18 [PMID: 28696697]","","Synthetic organic","441604939","90381790","CHEMBL4086345","","","","(2S)-2-[[(2R)-2-(hexanoylamino)-3-methylbutanoyl]amino]-N-[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]hexanamide","","1418206-58-2","",""
"5647","analog 30 [PMID:18543899]","","Peptide","178102275","","","","","","","","","",""
"5648","analog 31 [PMID:18543899]","","Peptide","178102276","","","","","","","","","",""
"7763","analog 32 [PMID:18543899]","","Peptide","223366096","","","","","","","","","",""
"5646","analog 3 [PMID:18543899]","","Peptide","178102274","","","","","","","","","",""
"7994","analog 3 [Vlattas <i>et al.</i>, 1996]","","Synthetic organic","249565674","44306132","CHEMBL1160330","","","","2-[2-[hydroxy(phosphonooxy)phosphoryl]oxyethyl-methylamino]acetic acid","","","",""
"11918","analogue 13: B7-24","","Peptide","461663473","","","","","","","","","",""
"2364","anandamide","","Metabolite","135651438","5281969","CHEMBL15848","CHEBI:2700","","","(5Z,8Z,11Z,14Z)-N-(2-hydroxyethyl)icosa-5,8,11,14-tetraenamide","","94421-68-8","",""
"4866","anantin","","Peptide","178101567","","","","","","","","133658-45-4","",""
"5137","anastrozole","","Synthetic organic","178101829","2187","CHEMBL1399","","","","2-[3-(1-cyano-1-methylethyl)-5-(1H-1,2,4-triazol-1-ylmethyl)phenyl]-2-methylpropanenitrile","anastrozole","120511-73-1","DB01217","210"
"679","anatibant","","Synthetic organic","135649943","9831652","CHEMBL2107725","","","","(2S)-N-[3-[(4-carbamimidoylbenzoyl)amino]propyl]-1-[2,4-dichloro-3-[(2,4-dimethylquinolin-8-yl)oxymethyl]phenyl]sulfonylpyrrolidine-2-carboxamide","anatibant","209733-45-9","",""
"9947","anatumomab mafenatox","","Antibody","374883834","","CHEMBL2108248","","","","","anatumomab mafenatox","","",""
"13166","ANAVEX 3-71","","Synthetic organic","491299948","46846427","","","","","1-[(2S)-2,8-dimethyl-1-thia-3,8-diazaspiro[4.5]decan-3-yl]-3-(1H-indol-3-yl)propan-1-one","","","",""
"13161","ancremonam","","Synthetic organic","491299943","118379834","CHEMBL4206129","","","","1-[(Z)-[1-(2-amino-1,3-thiazol-4-yl)-2-oxo-2-[[(3S,4R)-2-oxo-4-[(2-oxo-1,3-oxazolidin-3-yl)methyl]-1-sulfoazetidin-3-yl]amino]ethylidene]amino]oxycyclopropane-1-carboxylic acid","ancremonam","1810051-96-7","",""
"804","ancriviroc","","Synthetic organic","135649944","9574343","CHEMBL78535","","","","[4-[4-[(Z)-C-(4-bromophenyl)-N-ethoxycarbonimidoyl]piperidin-1-yl]-4-methylpiperidin-1-yl]-(2,4-dimethyl-1-oxidopyridin-1-ium-3-yl)methanone","ancriviroc","370893-06-4","",""
"7849","andarine","","Synthetic organic","223366179","9824562","CHEMBL125236","","","","(2S)-3-(4-acetamidophenoxy)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide","","401900-40-1","",""
"9510","andecaliximab","","Antibody","329968449","","","","","","","andecaliximab","","",""
"7576","andexanet alfa","","Peptide","223365912","","","","","","","andexanet alfa","","",""
"9675","andrographolide","","Synthetic organic","348353634","5318517","","","","","(3E,4S)-3-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one","","","",""
"2760","androstanol","","Synthetic organic","135649945","449196","CHEMBL2311171","CHEBI:79998","","","(3R,5S,8S,9S,10S,13S,14S)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol","","7657-50-3","",""
"2860","androstenedione","","Metabolite","135649946","6128","CHEMBL274826","CHEBI:16422","","","(8R,9S,10R,13S,14S)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione","","63-05-8","","215"
"2761","androstenol","","Metabolite","135651439","101989","CHEMBL142348","CHEBI:40933","","","(3R,5S,8R,9S,10S,13R,14S)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","","1153-51-1","",""
"4867","angiopoietin-1","Human","Peptide","178101568","","","","Q15389","ENSG00000154188","","","","",""
"5316","angiopoietin-2","Human","Peptide","53801019","","","","O15123","ENSG00000091879","","","","",""
"4868","angiopoietin-4","Human","Peptide","178101569","","","","Q9Y264","ENSG00000101280","","","","",""
"8716","angiopoietin-like 3","Human","Peptide","252827374","","","","Q9Y5C1","ENSG00000132855","","","","",""
"5317","angiopoietin protein-like 1","Human","Peptide","53801017","","","","O95841","ENSG00000116194","","","","",""
"5321","angiopoietin-related protein 7","Human","Peptide","53801011","","","","O43827","ENSG00000171819","","","","",""
"582","angiotensin-(1-7)","Human, Mouse, Rat","Peptide","135651614","123805","","","P01015|P11859|P01019","ENSG00000135744|ENSRNOG00000018445","(2S)-1-[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-hydroxy-4-oxobutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-methylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]-3-(3H-imidazol-4-yl)propanoyl]pyrrolidine-2-carboxylic acid","","51833-78-4","",""
"5138","angiotensin-(1-9)","Human, Mouse, Rat","Peptide","178101830","71745056","","","P01019","ENSG00000135744","","","","",""
"6894","angiotensin A","Human","Peptide","178103476","91691124","","","P01019","ENSG00000135744","","","","",""
"583","angiotensin I","Human, Mouse, Rat","Peptide","135651615","44299732","","","P01019|P01015|P11859","ENSMUSG00000031980|ENSG00000135744|ENSRNOG00000018445","","","484-42-4","",""
"2504","angiotensin II","Human, Mouse, Rat","Peptide","53801076","172198","CHEMBL408403","CHEBI:48432","P01015|P11859|P01019","ENSG00000135744|ENSRNOG00000018445","(3S)-3-amino-4-[[(2S)-5-(diaminomethylideneamino)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[(2S)-2-[[(2S)-1-hydroxy-1-oxo-3-phenylpropan-2-yl]carbamoyl]pyrrolidin-1-yl]-3-(3H-imidazol-4-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopentan-2-yl]amino]-4-oxobutanoic acid","angiotensin II","4474-91-3","","5272"
